Metagenome	Bin Name	Marker Lineage	# Genomes	# Markers	# Marker Sets	0	1	2	3	4	5+	Completeness	Contamination	Domain	Phylum	Class	Order	Family	Genus	Species	FastANI Reference	FastANI Reference Radius	FastANI Taxonomy	FastANI ANI	FastANI Alignment Fraction	Closest Placement Reference	Closest Placement Taxonomy	Closest Placement ANI	Closest Placement Alignment Fraction	Classification Method	Note	Other Related References	MSA AA Percent	RED Value	Warnings
C2	bin.025	c__Alphaproteobacteria	564	349	230	136	129	75	9	0	0	65.26	31.45	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium		-	-	-	-	-	GCA_903897605.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__Rhizomicrobium sp903897605	80.37	0.39	taxonomic classification defined by topology and ANI	-	GCA_903857685.1, s__Rhizomicrobium sp9...	30.51	0.9686363323	Genome has more than 21.7% of markers with multiple hits
C2	bin.026	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	bin.027	root	5656	56	24	51	5	0	0	0	0	20.83	0	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	FEN-1191		-	-	-	-	-	-	-	-	-	ANI	-	GCA_003132025.1, s__FEN-1191 sp0031320...	22.87	0.9305823148	-
C2	bin.028	k__Bacteria	5449	104	58	70	23	11	0	0	0	46.69	13.59	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	VBCK01		-	-	-	-	-	GCA_005882215.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__VBCK01;s__VBCK01 sp005882215	81.08	0.58	taxonomic classification defined by topology and ANI	-	-	25.83	0.9511907628	Genome has more than 14.2% of markers with multiple hits
C2	bin.029	k__Bacteria	5449	103	57	74	29	0	0	0	0	29.96	0	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	PALSA-1337	PALSA-1337		-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	17.11	0.9128462298	-
C2	bin.030	p__Firmicutes	100	295	158	25	259	10	1	0	0	93.54	6.35	Bacteria	Firmicutes_C	Negativicutes	Sporomusales	UPPP01			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	82.11	0.759987335	-
C2	bin.031	p__Firmicutes	100	295	158	83	179	29	4	0	0	80.7	13.07	Bacteria	Firmicutes_C	Negativicutes	Propionisporales	Propionisporaceae			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	50.35	0.9125460867	Genome has more than 11.7% of markers with multiple hits
C2	bin.032	k__Bacteria	5449	104	58	77	26	1	0	0	0	36.21	1.72	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Rhabdochlamydiaceae	CAJCIW01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	28.93	0.9225395178	-
C2	bin.033	k__Bacteria	924	151	101	43	107	1	0	0	0	62.18	0.99	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	66.21	0.8829949251	-
C2	bin.034	o__Pseudomonadales	185	813	308	115	678	20	0	0	0	81.25	2.95	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E		-	-	-	-	-	-	-	-	-	taxonomic classification defined by topology and ANI	-	GCF_000497835.1, s__Pseudomonas_E sp00...	87.29	0.9890037538	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
C2	bin.035	k__Bacteria	5449	104	58	102	2	0	0	0	0	0.31	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	bin.036	k__Bacteria	2258	187	116	76	107	4	0	0	0	61.08	1.44	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae			-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	55.61	0.8265779611	-
C2	bin.037	k__Bacteria	901	171	117	79	87	5	0	0	0	47.55	4.27	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	50.43	0.8794886908	-
C2	bin.038	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	bin.039	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	bin.040	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	bin.041	k__Bacteria	5449	101	57	89	12	0	0	0	0	7.26	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	bin.042	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	bin.043	k__Bacteria	924	161	108	117	44	0	0	0	0	29.32	0	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	25.61	0.814842643	-
C2	bin.044	k__Bacteria	5449	104	58	53	47	3	0	1	0	70.69	9.48	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Palsa-343		-	-	-	-	-	-	-	-	-	ANI	-	GCA_003166955.1, s__Palsa-343 sp003166...	55.91	0.9380925426	-
C2	bin.045	k__Bacteria	2258	187	116	90	94	3	0	0	0	57.16	2.59	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	CAIVDV01		-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	39.59	0.9337643749	-
C2	bin.046	k__Bacteria	88	230	148	20	204	6	0	0	0	89.86	2.03	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	UBA11358		-	-	-	-	-	GCA_003133815.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__UBA11358 sp003133815	83.38	0.52	taxonomic classification defined by topology and ANI	-	GCA_003139955.1, s__UBA11358 sp0031399...	83.88	0.958036485	-
C2	bin.047	k__Bacteria	5449	104	58	1	2	1	2	2	96	99.84	2318.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	bin.048	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	bin.049	k__Archaea	207	149	107	136	13	0	0	0	0	1.73	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	bin.050	k__Bacteria	2993	147	91	48	99	0	0	0	0	90.79	0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	BGMRC-2031		-	-	-	-	-	GCF_004346745.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__BGMRC-2031;s__BGMRC-2031 sp004346745	81.03	0.57	taxonomic classification defined by topology and ANI	-	GCF_010131535.1, s__BGMRC-2031 sp01013...	76.69	0.9638493306	-
C2	bin.051	f__Bacillaceae	128	555	180	5	529	20	1	0	0	98.25	4.84	Bacteria	Firmicutes	Bacilli	Bacillales_B	DSM-18226	Neobacillus		-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	94.28	0.8428571747	-
C2	bin.052	k__Bacteria	2258	187	116	4	180	3	0	0	0	98.44	2.16	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Terracidiphilus		-	-	-	-	-	-	-	-	-	ANI	-	GCA_003170825.1, s__Terracidiphilus sp...	92.38	0.9248549113	-
C2	bin.053	k__Bacteria	924	151	101	41	108	2	0	0	0	63.66	1.1	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	67.78	0.8770926576	-
C2	bin.054	k__Archaea	207	149	107	137	12	0	0	0	0	1.65	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	bin.055	k__Bacteria	901	171	117	58	113	0	0	0	0	57.66	0	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	65.14	0.876979317	-
C2	bin.056	k__Bacteria	901	171	117	50	119	2	0	0	0	61.51	0.57	Bacteria	Patescibacteria	Paceibacteria	UBA6257	2-01-FULL-56-20	CAJAQL01		-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	68.69	0.8839351213	-
C2	bin.057	o__Rhodospirillales	63	336	201	207	124	5	0	0	0	43.49	0.56	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella		-	-	-	-	-	-	-	-	-	taxonomic classification defined by topology and ANI	-	GCF_903915535.1, s__Reyranella aerosac...	36.13	0.988748071	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
C2	bin.058	root	5656	56	24	53	3	0	0	0	0	12.5	0	Bacteria	Proteobacteria	Gammaproteobacteria	LLD-282	LLD-282			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	15.07	0.751197975	-
C2	bin.059	k__Bacteria	2993	147	91	42	53	29	19	4	0	84.07	69.86	Bacteria	Proteobacteria	Alphaproteobacteria	ATCC43930	Stellaceae			-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	28.97	0.8066054653	Genome has more than 43.3% of markers with multiple hits
C2	bin.060	k__Bacteria	5449	101	57	43	57	1	0	0	0	81.18	1.75	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			-	-	-	-	-	-	-	-	-	taxonomic classification fully defined by topology	-	-	61.76	0.8769841093	-
C2	bin.061	k__Bacteria	5449	104	58	13	91	0	0	0	0	80.46	0	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA6065			-	-	-	-	-	-	-	-	-	taxonomic novelty determined using RED	-	-	63.27	0.8278299985	-
C2	bin.062	k__Bacteria	5449	104	58	41	31	25	7	0	0	70.5	47.02	Bacteria	Bacteroidota	Bacteroidia	AKYH767	Palsa-948	JABEUT01		-	-	-	-	-	GCA_013289395.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__Palsa-948;g__JABEUT01;s__JABEUT01 sp013289395	85.88	0.46	taxonomic classification defined by topology and ANI	-	GCA_013288205.1, s__JABEUT01 sp0132882...	33	0.9878995713	Genome has more than 36.7% of markers with multiple hits
C2	bin.063	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	bin.064	k__Bacteria	2993	143	89	61	81	1	0	0	0	66.86	1.12	Bacteria	Elusimicrobiota	Elusimicrobia	UBA1565	UBA9628	GWA2-66-18		-	-	-	-	-	GCA_013044195.1	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__GWA2-66-18;s__GWA2-66-18 sp013044195	80.89	0.56	taxonomic classification defined by topology and ANI	-	GCA_903874575.1, s__GWA2-66-18 sp90387...	56.9	0.9631194135	-
C2	bin.065	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	bin.066	root	5656	56	24	56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2	bin.067	k__Bacteria	88	230	148	45	183	2	0	0	0	89.24	0.47	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA11358	UBA11358		-	-	-	-	-	GCA_003133815.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__UBA11358 sp003133815	81.72	0.54	taxonomic classification defined by topology and ANI	-	GCA_003139955.1, s__UBA11358 sp0031399...	70.52	0.9508139442	-
C2	bin.068	k__Bacteria	5449	104	58	84	20	0	0	0	0	19.36	0	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		-	-	-	-	-	GCA_003165495.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__Bog-1198 sp003165495	79.33	0.4	taxonomic classification defined by topology and ANI	-	GCA_003132425.1, s__Bog-1198 sp0031324...	18.21	0.9702478179	-
C2	bin.069	k__Bacteria	924	161	108	31	129	1	0	0	0	73.61	0.93	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	UBA5150		-	-	-	-	-	GCA_003133385.1	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__UBA5150;s__UBA5150 sp003133385	78.08	0.31	taxonomic classification defined by topology and ANI	-	-	74.67	0.9625811398	-
